date_heure,code_insee_region,region,consommation_brute_gaz_totale,consommation_brute_electricite_rte,consommation_brute_totale,flag_ignore
2023-09-13T22:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3662,,non
2023-09-13T23:00:00+00:00,11,Île-de-France,1660.0,4737,6397.0,non
2023-09-13T23:00:00+00:00,44,Grand Est,2928.0,4022,6950.0,non
2023-09-13T23:00:00+00:00,84,Auvergne-Rhône-Alpes,1988.0,5405,7393.0,non
2023-09-13T23:00:00+00:00,93,Provence-Alpes-Côte d'Azur,2296.0,3603,5899.0,non
2023-09-13T23:30:00+00:00,11,Île-de-France,,4663,,non
2023-09-13T23:30:00+00:00,32,Hauts-de-France,,4578,,non
2023-09-13T23:30:00+00:00,52,Pays de la Loire,,2296,,non
2023-09-13T23:30:00+00:00,76,Occitanie,,3110,,non
2023-09-13T23:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3532,,non
2023-09-14T00:00:00+00:00,11,Île-de-France,1558.0,4587,6145.0,non
2023-09-14T00:00:00+00:00,53,Bretagne,570.0,1783,2353.0,non
2023-09-14T00:30:00+00:00,24,Centre-Val de Loire,,1418,,non
2023-09-14T00:30:00+00:00,44,Grand Est,,3695,,non
2023-09-14T00:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3502,,non
2023-09-14T01:00:00+00:00,52,Pays de la Loire,635.0,1922,2557.0,non
2023-09-14T01:30:00+00:00,28,Normandie,,2187,,non
2023-09-14T01:30:00+00:00,32,Hauts-de-France,,4475,,non
2023-09-14T02:00:00+00:00,11,Île-de-France,1694.0,4394,6088.0,non
2023-09-14T02:00:00+00:00,44,Grand Est,2494.0,3479,5973.0,non
2023-09-14T02:00:00+00:00,52,Pays de la Loire,692.0,1901,2593.0,non
2023-09-14T02:00:00+00:00,53,Bretagne,637.0,1661,2298.0,non
2023-09-14T02:00:00+00:00,93,Provence-Alpes-Côte d'Azur,2300.0,3223,5523.0,non
2023-09-14T02:30:00+00:00,27,Bourgogne-Franche-Comté,,1601,,non
2023-09-14T02:30:00+00:00,76,Occitanie,,2797,,non
2023-09-14T02:30:00+00:00,84,Auvergne-Rhône-Alpes,,4969,,non
2023-09-14T03:00:00+00:00,75,Nouvelle-Aquitaine,1100.0,3315,4415.0,non
2023-09-14T03:30:00+00:00,44,Grand Est,,3920,,non
2023-09-14T03:30:00+00:00,52,Pays de la Loire,,2206,,non
2023-09-14T03:30:00+00:00,84,Auvergne-Rhône-Alpes,,5209,,non
2023-09-14T04:30:00+00:00,11,Île-de-France,,5702,,non
2023-09-14T04:30:00+00:00,27,Bourgogne-Franche-Comté,,2062,,non
2023-09-14T04:30:00+00:00,52,Pays de la Loire,,2249,,non
2023-09-14T04:30:00+00:00,76,Occitanie,,3322,,non
2023-09-14T04:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3752,,non
2023-09-14T05:00:00+00:00,53,Bretagne,1127.0,2239,3366.0,non
2023-09-14T05:00:00+00:00,76,Occitanie,1057.0,3609,4666.0,non
2023-09-14T05:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3502.0,3755,7257.0,non
2023-09-14T05:30:00+00:00,53,Bretagne,,2267,,non
2023-09-14T05:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3936,,non
2023-09-14T06:00:00+00:00,27,Bourgogne-Franche-Comté,1099.0,2205,3304.0,non
2023-09-14T06:00:00+00:00,44,Grand Est,5281.0,4337,9618.0,non
2023-09-14T06:30:00+00:00,76,Occitanie,,4096,,non
2023-09-14T06:30:00+00:00,84,Auvergne-Rhône-Alpes,,6738,,non
2023-09-14T07:00:00+00:00,24,Centre-Val de Loire,728.0,1692,2420.0,non
2023-09-14T07:00:00+00:00,27,Bourgogne-Franche-Comté,1086.0,2240,3326.0,non
2023-09-14T07:30:00+00:00,11,Île-de-France,,6753,,non
2023-09-14T07:30:00+00:00,44,Grand Est,,4700,,non
2023-09-14T08:00:00+00:00,11,Île-de-France,2211.0,6905,9116.0,non
2023-09-14T08:00:00+00:00,24,Centre-Val de Loire,719.0,1748,2467.0,non
2023-09-14T08:00:00+00:00,44,Grand Est,4317.0,4513,8830.0,non
2023-09-14T08:30:00+00:00,11,Île-de-France,,6894,,non
2023-09-14T08:30:00+00:00,44,Grand Est,,4587,,non
2023-07-14T20:30:00+00:00,32,Hauts-de-France,,4205,,non
2023-07-14T21:00:00+00:00,27,Bourgogne-Franche-Comté,596.0,1762,2358.0,non
2023-07-14T21:00:00+00:00,84,Auvergne-Rhône-Alpes,1500.0,5590,7090.0,non
2023-07-14T21:30:00+00:00,27,Bourgogne-Franche-Comté,,1752,,non
2023-07-14T21:30:00+00:00,28,Normandie,,2636,,non
2023-07-14T21:30:00+00:00,32,Hauts-de-France,,5192,,non
2023-07-14T21:30:00+00:00,53,Bretagne,,2162,,non
2023-07-14T22:00:00+00:00,32,Hauts-de-France,1927.0,4423,6350.0,non
2023-07-14T22:00:00+00:00,84,Auvergne-Rhône-Alpes,1548.0,5620,7168.0,non
2023-07-14T22:00:00+00:00,93,Provence-Alpes-Côte d'Azur,1517.0,4291,5808.0,non
2023-07-14T22:30:00+00:00,11,Île-de-France,,4999,,non
2023-07-14T22:30:00+00:00,32,Hauts-de-France,,4467,,non
2023-07-14T22:30:00+00:00,53,Bretagne,,1691,,non
2023-07-14T22:30:00+00:00,84,Auvergne-Rhône-Alpes,,5243,,non
2023-07-14T23:00:00+00:00,11,Île-de-France,1140.0,4789,5929.0,non
2023-07-14T23:00:00+00:00,24,Centre-Val de Loire,244.0,1447,1691.0,non
2023-07-14T23:00:00+00:00,27,Bourgogne-Franche-Comté,564.0,1633,2197.0,non
2023-07-14T23:00:00+00:00,32,Hauts-de-France,1870.0,4417,6287.0,non
2023-07-14T23:30:00+00:00,28,Normandie,,1836,,non
2023-07-14T23:30:00+00:00,52,Pays de la Loire,,2027,,non
2023-07-15T00:00:00+00:00,44,Grand Est,1767.0,3418,5185.0,non
2023-07-15T00:00:00+00:00,52,Pays de la Loire,407.0,1838,2245.0,non
2023-07-15T00:00:00+00:00,53,Bretagne,256.0,1575,1831.0,non
2023-07-15T00:30:00+00:00,76,Occitanie,,3434,,non
2023-07-15T00:30:00+00:00,84,Auvergne-Rhône-Alpes,,5014,,non
2023-07-15T00:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3672,,non
2023-07-15T01:00:00+00:00,24,Centre-Val de Loire,215.0,1369,1584.0,non
2023-07-15T01:00:00+00:00,32,Hauts-de-France,1804.0,3914,5718.0,non
2023-07-15T01:00:00+00:00,44,Grand Est,1740.0,3068,4808.0,non
2023-07-15T01:00:00+00:00,53,Bretagne,253.0,1449,1702.0,non
2023-07-15T01:30:00+00:00,28,Normandie,,1755,,non
2023-07-15T01:30:00+00:00,52,Pays de la Loire,,1677,,non
2023-07-15T02:00:00+00:00,76,Occitanie,471.0,3102,3573.0,non
2023-07-15T02:30:00+00:00,24,Centre-Val de Loire,,1261,,non
2023-07-15T03:00:00+00:00,11,Île-de-France,1101.0,4506,5607.0,non
2023-07-15T03:00:00+00:00,53,Bretagne,282.0,1447,1729.0,non
2023-07-15T03:30:00+00:00,32,Hauts-de-France,,4311,,non
2023-07-15T03:30:00+00:00,52,Pays de la Loire,,1729,,non
2023-07-15T03:30:00+00:00,84,Auvergne-Rhône-Alpes,,4796,,non
2023-07-15T04:00:00+00:00,28,Normandie,3097.0,1861,4958.0,non
2023-07-15T04:00:00+00:00,44,Grand Est,1839.0,3255,5094.0,non
2023-07-15T04:00:00+00:00,84,Auvergne-Rhône-Alpes,1494.0,4824,6318.0,non
2023-07-15T04:30:00+00:00,27,Bourgogne-Franche-Comté,,1484,,non
2023-07-15T04:30:00+00:00,76,Occitanie,,3242,,non
2023-07-15T05:00:00+00:00,93,Provence-Alpes-Côte d'Azur,1458.0,3593,5051.0,non
2023-07-15T05:30:00+00:00,32,Hauts-de-France,,4398,,non
2023-07-15T05:30:00+00:00,75,Nouvelle-Aquitaine,,3224,,non
2023-07-15T06:00:00+00:00,11,Île-de-France,1335.0,5028,6363.0,non
2023-07-15T06:00:00+00:00,24,Centre-Val de Loire,330.0,1424,1754.0,non
2023-07-15T06:00:00+00:00,27,Bourgogne-Franche-Comté,652.0,1723,2375.0,non
2023-07-15T06:00:00+00:00,52,Pays de la Loire,576.0,1988,2564.0,non
2023-07-15T06:30:00+00:00,32,Hauts-de-France,,4217,,non
2023-07-15T06:30:00+00:00,52,Pays de la Loire,,2005,,non
2023-07-15T06:30:00+00:00,76,Occitanie,,3638,,non
2023-07-15T06:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4052,,non
2023-07-15T07:00:00+00:00,24,Centre-Val de Loire,373.0,1571,1944.0,non
2023-07-15T07:00:00+00:00,52,Pays de la Loire,631.0,2048,2679.0,non
2023-07-15T07:30:00+00:00,24,Centre-Val de Loire,,1330,,non
2023-07-15T07:30:00+00:00,28,Normandie,,2110,,non
2023-07-15T07:30:00+00:00,52,Pays de la Loire,,2196,,non
2023-07-15T08:00:00+00:00,24,Centre-Val de Loire,345.0,1512,1857.0,non
2023-07-15T08:00:00+00:00,76,Occitanie,665.0,3920,4585.0,non
2023-07-15T08:30:00+00:00,52,Pays de la Loire,,2264,,non
2023-07-15T08:30:00+00:00,84,Auvergne-Rhône-Alpes,,6382,,non
2023-07-15T09:00:00+00:00,27,Bourgogne-Franche-Comté,671.0,1986,2657.0,non
2023-07-15T09:00:00+00:00,52,Pays de la Loire,672.0,2189,2861.0,non
2023-07-15T09:00:00+00:00,53,Bretagne,609.0,1933,2542.0,non
2023-07-15T09:30:00+00:00,11,Île-de-France,,6037,,non
2023-07-15T09:30:00+00:00,44,Grand Est,,3406,,non
2023-07-15T09:30:00+00:00,52,Pays de la Loire,,2418,,non
2023-07-15T09:30:00+00:00,76,Occitanie,,4637,,non
2023-07-15T10:00:00+00:00,53,Bretagne,592.0,2149,2741.0,non
2023-07-15T10:00:00+00:00,75,Nouvelle-Aquitaine,1044.0,4162,5206.0,non
2023-07-15T10:30:00+00:00,27,Bourgogne-Franche-Comté,,2093,,non
2023-07-15T10:30:00+00:00,53,Bretagne,,2081,,non
2023-07-15T10:30:00+00:00,76,Occitanie,,4566,,non
2023-07-15T11:00:00+00:00,52,Pays de la Loire,583.0,2270,2853.0,non
2023-07-15T11:00:00+00:00,93,Provence-Alpes-Côte d'Azur,1567.0,5051,6618.0,non
2023-07-15T11:30:00+00:00,84,Auvergne-Rhône-Alpes,,6208,,non
2023-07-15T12:00:00+00:00,75,Nouvelle-Aquitaine,928.0,4027,4955.0,non
2023-07-15T12:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4930,,non
2023-07-15T13:00:00+00:00,11,Île-de-France,1397.0,5817,7214.0,non
2023-07-15T13:00:00+00:00,24,Centre-Val de Loire,308.0,1470,1778.0,non
2023-07-15T13:00:00+00:00,44,Grand Est,1842.0,4052,5894.0,non
2023-07-15T13:30:00+00:00,53,Bretagne,,1761,,non
2023-07-15T13:30:00+00:00,84,Auvergne-Rhône-Alpes,,6124,,non
2023-07-15T13:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4810,,non
2023-07-15T14:00:00+00:00,27,Bourgogne-Franche-Comté,579.0,1907,2486.0,non
2023-07-15T14:00:00+00:00,53,Bretagne,475.0,1718,2193.0,non
2023-07-15T14:00:00+00:00,93,Provence-Alpes-Côte d'Azur,1695.0,4805,6500.0,non
2023-07-15T15:00:00+00:00,24,Centre-Val de Loire,311.0,1388,1699.0,non
2023-07-15T15:00:00+00:00,44,Grand Est,1943.0,3783,5726.0,non
2023-07-15T15:00:00+00:00,52,Pays de la Loire,498.0,2089,2587.0,non
2023-01-15T07:00:00+00:00,76,Occitanie,3559.0,4239,7798.0,non
2023-01-15T07:00:00+00:00,93,Provence-Alpes-Côte d'Azur,4037.0,4762,8799.0,non
2023-01-15T07:30:00+00:00,27,Bourgogne-Franche-Comté,,2287,,non
2023-01-15T07:30:00+00:00,44,Grand Est,,4651,,non
2023-01-15T07:30:00+00:00,52,Pays de la Loire,,3132,,non
2023-01-15T07:30:00+00:00,75,Nouvelle-Aquitaine,,3929,,non
2023-01-15T08:00:00+00:00,28,Normandie,5689.0,3306,8995.0,non
2023-01-15T08:00:00+00:00,44,Grand Est,8063.0,4805,12868.0,non
2023-01-15T08:30:00+00:00,76,Occitanie,,3921,,non
2023-01-15T09:00:00+00:00,32,Hauts-de-France,9101.0,5773,14874.0,non
2023-01-15T09:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3968.0,5165,9133.0,non
2023-01-15T09:30:00+00:00,11,Île-de-France,,8626,,non
2023-01-15T09:30:00+00:00,53,Bretagne,,2972,,non
2023-01-15T09:30:00+00:00,76,Occitanie,,4770,,non
2023-01-15T10:00:00+00:00,24,Centre-Val de Loire,1970.0,2185,4155.0,non
2023-01-15T10:00:00+00:00,84,Auvergne-Rhône-Alpes,7149.0,8066,15215.0,non
2023-01-15T10:30:00+00:00,75,Nouvelle-Aquitaine,,4808,,non
2023-01-15T11:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3503.0,5072,8575.0,non
2023-01-15T11:30:00+00:00,32,Hauts-de-France,,6047,,non
2023-01-15T11:30:00+00:00,75,Nouvelle-Aquitaine,,4537,,non
2023-01-15T11:30:00+00:00,84,Auvergne-Rhône-Alpes,,8010,,non
2023-01-15T12:00:00+00:00,28,Normandie,5078.0,3230,8308.0,non
2023-01-15T12:00:00+00:00,52,Pays de la Loire,2419.0,2949,5368.0,non
2023-01-15T12:00:00+00:00,53,Bretagne,2092.0,2699,4791.0,non
2023-01-15T12:00:00+00:00,76,Occitanie,3015.0,4873,7888.0,non
2023-01-15T12:30:00+00:00,11,Île-de-France,,8491,,non
2023-01-15T12:30:00+00:00,27,Bourgogne-Franche-Comté,,2342,,non
2023-01-15T12:30:00+00:00,44,Grand Est,,4723,,non
2023-01-15T12:30:00+00:00,53,Bretagne,,2656,,non
2023-01-15T12:30:00+00:00,75,Nouvelle-Aquitaine,,4366,,non
2023-01-15T13:00:00+00:00,27,Bourgogne-Franche-Comté,2601.0,2347,4948.0,non
2023-01-15T13:00:00+00:00,44,Grand Est,7279.0,4927,12206.0,non
2023-01-15T13:30:00+00:00,84,Auvergne-Rhône-Alpes,,7078,,non
2023-01-15T14:30:00+00:00,84,Auvergne-Rhône-Alpes,,7252,,non
2023-01-15T15:00:00+00:00,28,Normandie,5369.0,3148,8517.0,non
2023-01-15T15:00:00+00:00,44,Grand Est,7579.0,4893,12472.0,non
2023-01-15T15:00:00+00:00,53,Bretagne,2184.0,2637,4821.0,non
2023-01-15T15:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3521.0,4670,8191.0,non
2023-01-15T15:30:00+00:00,11,Île-de-France,,8330,,non
2023-01-15T15:30:00+00:00,52,Pays de la Loire,,2969,,non
2023-01-15T15:30:00+00:00,76,Occitanie,,3886,,non
2023-01-15T16:00:00+00:00,53,Bretagne,2296.0,2749,5045.0,non
2023-01-15T16:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,5261,,non
2023-01-15T17:00:00+00:00,11,Île-de-France,12693.0,9341,22034.0,non
2023-01-15T17:00:00+00:00,44,Grand Est,8066.0,5300,13366.0,non
2023-01-15T17:30:00+00:00,84,Auvergne-Rhône-Alpes,,8290,,non
2023-01-15T17:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,5540,,non
2023-01-15T18:30:00+00:00,28,Normandie,,3693,,non
2023-01-15T18:30:00+00:00,44,Grand Est,,5439,,non
2023-01-15T18:30:00+00:00,52,Pays de la Loire,,3364,,non
2023-01-15T19:00:00+00:00,32,Hauts-de-France,8939.0,6057,14996.0,non
2023-01-15T19:30:00+00:00,53,Bretagne,,2850,,non
2023-01-15T19:30:00+00:00,76,Occitanie,,5056,,non
2023-01-15T20:00:00+00:00,11,Île-de-France,12035.0,8830,20865.0,non
2023-01-15T20:00:00+00:00,53,Bretagne,2218.0,2863,5081.0,non
2023-01-15T20:30:00+00:00,27,Bourgogne-Franche-Comté,,2526,,non
2023-01-15T21:00:00+00:00,11,Île-de-France,11013.0,8930,19943.0,non
2023-01-15T21:00:00+00:00,32,Hauts-de-France,7988.0,5482,13470.0,non
2023-01-15T21:30:00+00:00,44,Grand Est,,5200,,non
2023-01-15T21:30:00+00:00,52,Pays de la Loire,,3566,,non
2023-01-15T21:30:00+00:00,76,Occitanie,,5064,,non
2023-01-15T22:00:00+00:00,32,Hauts-de-France,6877.0,5764,12641.0,non
2023-01-15T23:00:00+00:00,27,Bourgogne-Franche-Comté,2560.0,2148,4708.0,non
2023-01-15T23:00:00+00:00,52,Pays de la Loire,2472.0,3449,5921.0,non
2023-01-15T23:00:00+00:00,84,Auvergne-Rhône-Alpes,6272.0,7868,14140.0,non
2023-01-15T23:30:00+00:00,53,Bretagne,,2754,,non
2023-01-15T23:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,5071,,non
2023-01-16T00:00:00+00:00,24,Centre-Val de Loire,1747.0,2178,3925.0,non
2023-01-16T00:00:00+00:00,52,Pays de la Loire,2428.0,3406,5834.0,non
2023-01-16T00:30:00+00:00,52,Pays de la Loire,,3387,,non
2023-01-16T00:30:00+00:00,84,Auvergne-Rhône-Alpes,,7802,,non
2023-01-16T00:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,5220,,non
2023-01-16T01:30:00+00:00,52,Pays de la Loire,,3138,,non
2023-01-16T02:00:00+00:00,44,Grand Est,6952.0,4833,11785.0,non
2023-01-16T02:00:00+00:00,52,Pays de la Loire,2633.0,3132,5765.0,non
2023-01-16T02:00:00+00:00,53,Bretagne,2511.0,2666,5177.0,non
2023-01-16T02:00:00+00:00,76,Occitanie,2988.0,4751,7739.0,non
2023-01-16T02:00:00+00:00,84,Auvergne-Rhône-Alpes,6807.0,7813,14620.0,non
2023-01-16T02:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3873.0,4848,8721.0,non
2023-01-16T02:30:00+00:00,27,Bourgogne-Franche-Comté,,2221,,non
2023-01-16T02:30:00+00:00,76,Occitanie,,4531,,non
2023-01-16T03:00:00+00:00,24,Centre-Val de Loire,2104.0,1908,4012.0,non
2023-01-16T03:00:00+00:00,32,Hauts-de-France,8337.0,5228,13565.0,non
2023-01-16T03:00:00+00:00,52,Pays de la Loire,2930.0,3139,6069.0,non
2023-01-16T03:00:00+00:00,75,Nouvelle-Aquitaine,3866.0,4197,8063.0,non
2023-01-16T03:30:00+00:00,11,Île-de-France,,7352,,non
2023-01-16T03:30:00+00:00,24,Centre-Val de Loire,,1871,,non
2023-01-16T03:30:00+00:00,52,Pays de la Loire,,3246,,non
2023-01-16T03:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4766,,non
2023-01-16T04:00:00+00:00,84,Auvergne-Rhône-Alpes,8387.0,8267,16654.0,non
2023-01-16T04:30:00+00:00,24,Centre-Val de Loire,,2291,,non
2023-01-16T05:00:00+00:00,75,Nouvelle-Aquitaine,5819.0,4765,10584.0,non
2023-01-16T05:00:00+00:00,93,Provence-Alpes-Côte d'Azur,5455.0,4955,10410.0,non
2023-01-16T05:30:00+00:00,53,Bretagne,,3445,,non
2023-01-16T06:00:00+00:00,27,Bourgogne-Franche-Comté,4253.0,3055,7308.0,non
2023-01-16T06:00:00+00:00,44,Grand Est,11405.0,6151,17556.0,non
2023-01-16T06:00:00+00:00,53,Bretagne,4068.0,3539,7607.0,non
2023-01-16T06:30:00+00:00,24,Centre-Val de Loire,,2726,,non
2023-01-16T06:30:00+00:00,44,Grand Est,,5589,,non
2023-01-16T07:30:00+00:00,11,Île-de-France,,10334,,non
2023-07-17T06:00:00+00:00,27,Bourgogne-Franche-Comté,998.0,2136,3134.0,non
2023-07-17T06:00:00+00:00,75,Nouvelle-Aquitaine,1422.0,4060,5482.0,non
2023-07-17T06:00:00+00:00,76,Occitanie,911.0,3796,4707.0,non
2023-07-17T07:30:00+00:00,53,Bretagne,,2449,,non
2023-07-17T07:30:00+00:00,84,Auvergne-Rhône-Alpes,,6609,,non
2023-07-17T08:00:00+00:00,24,Centre-Val de Loire,634.0,1845,2479.0,non
2023-07-17T08:00:00+00:00,76,Occitanie,873.0,4511,5384.0,non
2023-07-17T08:30:00+00:00,24,Centre-Val de Loire,,1895,,non
2023-07-17T08:30:00+00:00,32,Hauts-de-France,,5330,,non
2023-07-17T09:00:00+00:00,24,Centre-Val de Loire,633.0,1885,2518.0,non
2023-07-17T09:00:00+00:00,28,Normandie,3622.0,2696,6318.0,non
2023-07-17T10:00:00+00:00,28,Normandie,3587.0,2805,6392.0,non
2023-07-17T10:00:00+00:00,32,Hauts-de-France,2725.0,5331,8056.0,non
2023-07-17T10:30:00+00:00,24,Centre-Val de Loire,,2000,,non
2023-07-17T10:30:00+00:00,28,Normandie,,3477,,non
2023-07-17T11:00:00+00:00,84,Auvergne-Rhône-Alpes,2494.0,7376,9870.0,non
2023-07-17T11:30:00+00:00,11,Île-de-France,,6731,,non
2023-07-17T11:30:00+00:00,24,Centre-Val de Loire,,1900,,non
2023-07-17T12:00:00+00:00,11,Île-de-France,1890.0,6709,8599.0,non
2023-07-17T12:00:00+00:00,44,Grand Est,4453.0,4526,8979.0,non
2023-07-17T12:00:00+00:00,53,Bretagne,1051.0,2347,3398.0,non
2023-07-17T12:00:00+00:00,76,Occitanie,763.0,4790,5553.0,non
2023-07-17T12:30:00+00:00,27,Bourgogne-Franche-Comté,,2321,,non
2023-07-17T12:30:00+00:00,84,Auvergne-Rhône-Alpes,,7321,,non
2023-07-17T13:00:00+00:00,32,Hauts-de-France,2390.0,4974,7364.0,non
2023-07-17T13:00:00+00:00,44,Grand Est,4425.0,4621,9046.0,non
2023-07-17T13:30:00+00:00,24,Centre-Val de Loire,,1861,,non
2023-07-17T13:30:00+00:00,27,Bourgogne-Franche-Comté,,2312,,non
2023-07-17T13:30:00+00:00,44,Grand Est,,5376,,non
2023-07-17T13:30:00+00:00,52,Pays de la Loire,,2753,,non
2023-07-17T13:30:00+00:00,75,Nouvelle-Aquitaine,,5007,,non
2023-07-17T13:30:00+00:00,76,Occitanie,,4790,,non
2023-07-17T14:00:00+00:00,11,Île-de-France,1578.0,6496,8074.0,non
2023-07-17T14:00:00+00:00,76,Occitanie,649.0,4527,5176.0,non
2023-07-17T14:00:00+00:00,93,Provence-Alpes-Côte d'Azur,2546.0,5284,7830.0,non
2023-07-17T14:30:00+00:00,24,Centre-Val de Loire,,1865,,non
2023-07-17T15:00:00+00:00,32,Hauts-de-France,2425.0,5027,7452.0,non
2023-07-17T15:00:00+00:00,52,Pays de la Loire,837.0,2592,3429.0,non
2023-07-17T15:00:00+00:00,84,Auvergne-Rhône-Alpes,2172.0,7110,9282.0,non
2023-07-17T15:30:00+00:00,44,Grand Est,,4779,,non
2023-07-17T15:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,5269,,non
2023-07-17T16:00:00+00:00,84,Auvergne-Rhône-Alpes,2262.0,6948,9210.0,non
2023-07-17T16:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,5254,,non
2023-07-17T17:00:00+00:00,11,Île-de-France,1971.0,6598,8569.0,non
2023-07-17T17:00:00+00:00,27,Bourgogne-Franche-Comté,859.0,2191,3050.0,non
2023-07-17T17:00:00+00:00,53,Bretagne,1666.0,2237,3903.0,non
2023-07-17T17:00:00+00:00,76,Occitanie,780.0,4682,5462.0,non
2023-07-17T17:30:00+00:00,75,Nouvelle-Aquitaine,,4345,,non
2023-07-17T18:00:00+00:00,53,Bretagne,1591.0,2108,3699.0,non
2023-07-17T18:30:00+00:00,24,Centre-Val de Loire,,1821,,non
2023-07-17T18:30:00+00:00,27,Bourgogne-Franche-Comté,,2097,,non
2023-07-17T18:30:00+00:00,52,Pays de la Loire,,2467,,non
2023-07-17T18:30:00+00:00,84,Auvergne-Rhône-Alpes,,6686,,non
2023-07-17T18:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4855,,non
2023-07-17T19:00:00+00:00,11,Île-de-France,2050.0,5989,8039.0,non
2023-07-17T19:00:00+00:00,28,Normandie,3253.0,2528,5781.0,non
2023-07-17T19:00:00+00:00,52,Pays de la Loire,909.0,2364,3273.0,non
2023-07-17T19:30:00+00:00,24,Centre-Val de Loire,,1770,,non
2023-07-17T19:30:00+00:00,44,Grand Est,,4070,,non
2023-07-17T19:30:00+00:00,52,Pays de la Loire,,2434,,non
2023-07-17T20:00:00+00:00,27,Bourgogne-Franche-Comté,789.0,2026,2815.0,non
2023-07-17T20:30:00+00:00,44,Grand Est,,4388,,non
2023-07-17T21:00:00+00:00,24,Centre-Val de Loire,404.0,1825,2229.0,non
2023-07-17T21:30:00+00:00,44,Grand Est,,4377,,non
2023-07-17T21:30:00+00:00,75,Nouvelle-Aquitaine,,4929,,non
2023-07-17T21:30:00+00:00,76,Occitanie,,5114,,non
2023-07-17T21:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4450,,non
2023-07-17T22:00:00+00:00,53,Bretagne,1370.0,2019,3389.0,non
2023-07-17T22:00:00+00:00,84,Auvergne-Rhône-Alpes,2060.0,6082,8142.0,non
2023-07-17T22:30:00+00:00,11,Île-de-France,,5110,,non
2023-07-17T22:30:00+00:00,52,Pays de la Loire,,2303,,non
2023-07-17T22:30:00+00:00,53,Bretagne,,1834,,non
2023-07-17T22:30:00+00:00,75,Nouvelle-Aquitaine,,4266,,non
2023-07-17T22:30:00+00:00,76,Occitanie,,4126,,non
2023-07-17T22:30:00+00:00,84,Auvergne-Rhône-Alpes,,5571,,non
2023-07-17T22:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4054,,non
2023-07-17T23:00:00+00:00,11,Île-de-France,1287.0,4828,6115.0,non
2023-07-17T23:00:00+00:00,32,Hauts-de-France,3867.0,4572,8439.0,non
2023-07-17T23:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3517.0,4077,7594.0,non
2023-07-17T23:30:00+00:00,52,Pays de la Loire,,2247,,non
2023-07-18T00:00:00+00:00,11,Île-de-France,1218.0,4609,5827.0,non
2023-07-18T00:00:00+00:00,32,Hauts-de-France,3724.0,4499,8223.0,non
2023-07-18T00:00:00+00:00,44,Grand Est,5164.0,3969,9133.0,non
2023-07-18T00:00:00+00:00,76,Occitanie,558.0,3670,4228.0,non
2023-07-18T00:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3469.0,4018,7487.0,non
2023-07-18T00:30:00+00:00,53,Bretagne,,1660,,non
2023-07-18T00:30:00+00:00,75,Nouvelle-Aquitaine,,3451,,non
2023-07-18T01:00:00+00:00,11,Île-de-France,1135.0,4449,5584.0,non
2023-07-18T01:00:00+00:00,28,Normandie,3330.0,2094,5424.0,non
2023-07-18T01:00:00+00:00,75,Nouvelle-Aquitaine,912.0,3325,4237.0,non
2023-07-18T01:30:00+00:00,75,Nouvelle-Aquitaine,,3322,,non
2023-07-18T01:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3747,,non
2023-07-18T02:00:00+00:00,27,Bourgogne-Franche-Comté,795.0,1618,2413.0,non
2023-07-18T02:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3498.0,3842,7340.0,non
2023-07-18T02:30:00+00:00,52,Pays de la Loire,,2067,,non
2023-07-18T02:30:00+00:00,75,Nouvelle-Aquitaine,,3317,,non
2023-07-18T03:00:00+00:00,24,Centre-Val de Loire,450.0,1376,1826.0,non
2023-07-18T03:30:00+00:00,28,Normandie,,2257,,non
2023-07-18T03:30:00+00:00,53,Bretagne,,1794,,non
2023-07-18T03:30:00+00:00,75,Nouvelle-Aquitaine,,3345,,non
2023-01-17T07:00:00+00:00,28,Normandie,7186.0,4389,11575.0,non
2023-01-17T07:00:00+00:00,76,Occitanie,4704.0,5990,10694.0,non
